brand_id,Product Category,tpt_sep_2025,tpv_sep_2025,tpt_aug_2025,tpv_aug_2025,tpt_jul_2025,tpv_jul_2025,tpt_jun_2025,tpv_jun_2025,tpt_may_2025,tpv_may_2025,tpt_apr_2025,tpv_apr_2025,tpt_mar_2025,tpv_mar_2025,tpt_feb_2025,tpv_feb_2025,tpt_jan_2025,tpv_jan_2025,tpt_dec_2024,tpv_dec_2024,tpt_nov_2024,tpv_nov_2024,tpt_oct_2024,tpv_oct_2024
BRN-0222-1700623782801,CHECKOUT,482,"40,826,861",418,"35,451,550",564,"50,400,982",513,"45,005,156",388,"33,954,858",193,"20,033,279",534,"52,996,448",760,"66,689,695",867,"78,467,055","1,098","97,925,861","1,114","94,166,981","1,120","95,542,728"
BRN-0207-1662358992559,CHECKOUT,480,"1,057,320,000",608,"1,368,219,600",711,"1,637,420,400",549,"1,288,029,600",457,"1,115,086,800",465,"1,176,951,600",210,"528,422,400",147,"367,210,800",81,"203,385,600",257,"693,435,600",255,"563,824,800",375,"812,592,000"
BRN-0216-1697605393418,CHECKOUT,477,"159,707,200",375,"119,867,000",521,"158,770,000",454,"157,324,000",561,"181,829,000",546,"193,981,000",425,"136,161,000",478,"169,605,000",735,"214,237,000",503,"134,846,000",841,"217,237,650",758,"242,785,550"
BRN-0251-1658215545840,CHECKOUT,474,"1,741,443,553",409,"1,380,750,414",508,"1,755,052,085",445,"1,439,782,938",452,"1,545,023,232",400,"1,729,694,953",429,"1,326,535,819",462,"1,763,939,915",409,"1,652,690,310",364,"1,542,374,770",385,"1,325,668,201",435,"1,533,670,263"
BRN-0278-1707190606967,CHECKOUT,469,"877,845,000",496,"926,580,000",507,"938,135,000",329,"649,345,000",355,"574,175,000",344,"630,020,000",316,"519,780,000",269,"450,445,000",334,"670,070,000",301,"527,205,000",290,"536,850,000",245,"479,325,000"
OCO-0214-1670315660595,CHECKOUT,466,"419,223,651","1,031","948,836,176",420,"434,806,136",304,"373,481,910",339,"426,503,772",297,"342,170,541",348,"368,858,027",215,"175,097,635",284,"334,742,577",379,"383,209,886",317,"325,186,263",330,"344,208,019"
OCO-0000-0000000000247,CHECKOUT,459,"1,536,970,000",288,"966,000,000",372,"1,209,350,000",294,"959,070,000",378,"1,232,550,000",229,"726,910,000",202,"606,180,000",183,"564,930,000",166,"512,330,000",171,"526,830,000",204,"636,660,000",238,"730,810,000"
OCO-0240-1670488337494,CHECKOUT,456,"3,353,433,489",494,"4,324,565,702",493,"4,045,098,586",593,"4,999,121,567",659,"4,241,622,707",607,"4,211,965,768",501,"2,944,862,025",539,"3,589,836,060",741,"6,016,488,088",552,"3,677,374,735",540,"3,719,935,420",572,"3,591,178,455"
BRN-0292-1709271840205,CHECKOUT,425,"989,146,400",546,"1,170,666,750",645,"1,505,650,050",521,"1,321,965,900",470,"1,151,076,600",160,"339,844,420",36,"96,717,420",28,"79,577,592",10,"20,636,028",17,"51,882,300",29,"81,649,200",14,"31,599,600"
OCO-0204-1671530452798,CHECKOUT,419,"37,110,279",495,"49,842,390",454,"31,406,538",602,"41,282,081",464,"35,808,540",507,"34,982,739",697,"50,758,363",776,"43,818,359",699,"44,948,826",916,"62,378,438",139,"14,417,668",106,"10,333,789"
OCO-0259-1670555697721,CHECKOUT,397,"367,787,057",469,"501,957,790",515,"499,837,055",463,"464,109,465",423,"521,528,196",294,"317,858,563",351,"456,493,221",340,"333,243,077",178,"195,081,701",333,"324,093,591",320,"303,527,960",311,"242,984,669"
BRN-0218-1704793211218,CHECKOUT,383,"289,945,000",372,"266,602,000",403,"317,339,000",327,"262,394,000",444,"305,596,000",467,"349,797,000",531,"289,654,000",292,"215,124,000",312,"275,258,000",302,"248,435,000",72,"74,047,000",5,"6,300,000"
OCO-0208-1659418456884,CHECKOUT,379,"273,387,100",426,"342,671,420",462,"355,272,620",433,"340,200,589",409,"303,995,400",405,"290,016,620",433,"319,376,600",429,"390,215,620",173,"124,594,000",423,"328,300,713",449,"335,459,060",470,"386,238,891"
BRN-0209-1687858131874,CHECKOUT,349,"181,871,624",397,"219,131,652",296,"156,836,623",280,"146,456,636",276,"164,476,665",277,"142,154,994",290,"146,619,989",297,"159,150,003",259,"152,626,671",299,"149,571,678",295,"154,056,667",343,"178,010,009"
OCO-0207-1672114620029,CHECKOUT,342,"3,854,975,510",345,"3,484,800,520",304,"2,928,145,350",354,"3,710,742,315",329,"3,499,670,955",350,"3,640,220,425",498,"3,613,125,200",780,"7,162,137,520",837,"7,851,045,180","2,318","19,619,492,465","3,309","26,679,239,870","3,115","26,254,712,000"
BRN-0215-1692349339463,CHECKOUT,340,"252,982,880",368,"264,845,910",317,"250,944,574",385,"277,806,466",521,"408,782,994",949,"627,058,293",971,"690,456,091",939,"633,803,880","1,183","828,656,053",846,"657,404,040",642,"502,496,270",803,"575,121,276"
BRN-0294-1696396307791,CHECKOUT,338,"5,162,070,074",241,"3,206,747,718",276,"3,496,498,811",67,"664,278,135",99,"1,549,656,378",110,"2,046,360,018",72,"878,574,104",101,"1,920,549,893",128,"1,875,188,217",67,"993,629,391",77,"905,968,364",72,"921,895,632"
OCO-0205-1671530452895,CHECKOUT,338,"19,739,096",320,"18,924,650",323,"20,652,460",482,"28,690,563",371,"19,811,320",386,"20,980,650",507,"30,122,550",523,"37,635,130",787,"56,445,820",762,"42,170,745",765,"41,307,320","1,663","87,243,180"
OCO-0291-1670915973229,CHECKOUT,320,"1,222,319,700",327,"2,387,580,296",526,"10,627,028,792",204,"1,091,477,715",315,"1,339,795,681",483,"2,908,229,285",287,"1,201,894,415",211,"883,075,524",310,"1,722,671,921",571,"9,721,502,568",321,"4,497,960,598",205,"602,801,279"
OCO-0239-1679913533545,CHECKOUT,317,"7,970,000",386,"8,040,000",458,"7,715,000",508,"7,315,000",514,"7,950,000",472,"7,695,000",596,"8,580,000",551,"8,845,000",651,"9,470,000",650,"9,315,000",641,"11,720,000",690,"11,680,000"
BRN-0278-1698632237262,CHECKOUT,310,"872,241,904",295,"836,826,109",351,"1,042,370,083",388,"1,160,058,701",437,"1,483,459,278",450,"1,345,607,849",617,"1,721,508,947",434,"1,244,781,651",355,"1,162,362,466",527,"1,486,014,886",535,"1,447,044,126",346,"1,033,588,317"
