brand_id,Product Category,tpt_sep_2025,tpv_sep_2025,tpt_aug_2025,tpv_aug_2025,tpt_jul_2025,tpv_jul_2025,tpt_jun_2025,tpv_jun_2025,tpt_may_2025,tpv_may_2025,tpt_apr_2025,tpv_apr_2025,tpt_mar_2025,tpv_mar_2025,tpt_feb_2025,tpv_feb_2025,tpt_jan_2025,tpv_jan_2025,tpt_dec_2024,tpv_dec_2024,tpt_nov_2024,tpv_nov_2024,tpt_oct_2024,tpv_oct_2024
BRN-0290-1725438347960,PLUGIN,0,0,0,0,0,0,4,"156,000",0,0,0,0,0,0,0,0,2,"189,750",4,"512,000",3,"256,590",40,"6,766,800"
BRN-0104-1712038257704,PLUGIN,0,0,0,0,0,0,1,"321,835",3,"931,365",1,"1,058,263",2,"914,947",2,"1,181,490",2,"1,152,450",6,"3,099,605",1,"608,050",10,"8,103,810"
BRN-0237-1693220070323,PLUGIN,0,0,0,0,0,0,0,0,1,"10,000,000",0,0,1,"1,600,000",2,"23,400,000",1,"12,600,000",1,"10,500,000",1,"5,200,000",3,"23,400,000"
BRN-0283-1648609276139,PLUGIN,0,0,2,"6,034,626",1,"3,017,313",0,0,2,"6,034,626",0,0,8,"62,236,226",8,"22,931,608",3,"8,599,353",5,"54,489,404",10,"28,664,510",8,"39,388,539"
BRN-0215-1738209292715,PLUGIN,0,0,2,"8,676,000",0,0,1,"1,260,000",3,"16,290,000",2,"3,600,000",1,"8,880,000",0,0,0,0,0,0,0,0,0,0
BRN-0201-1671433035556,PLUGIN,0,0,0,0,0,0,0,0,2,"1,528,400",1,"2,450,000",1,"1,470,000",1,"716,000",0,0,0,0,3,"4,032,000",1,"5,348,000"
BRN-0280-1671159851274,PLUGIN,0,0,0,0,0,0,0,0,1,"2,570,000",6,"29,520,000",1,"6,400,000",1,"6,400,000",1,"12,000,000",2,"4,215,000",0,0,0,0
BRN-0216-1724988256617,PLUGIN,0,0,0,0,0,0,1,"5,409,000",5,"22,460,000",6,"36,173,500",12,"49,576,000",10,"44,824,000",0,0,2,"5,139,000",0,0,1,"100,000"
MCH-0339-3358341048334,PLUGIN,0,0,0,0,0,0,0,0,0,0,15,"13,485,218",34,"22,987,829",22,"12,018,397",24,"12,258,363",41,"34,540,656",29,"11,938,840",29,"19,420,325"
BRN-0222-1707964110395,PLUGIN,0,0,0,0,0,0,0,0,94,"22,593,021",95,"22,681,360",98,"23,124,326",96,"22,685,346",90,"21,336,740",102,"24,014,853",111,"26,277,180",100,"23,857,143"
BRN-0222-1724842568451,PLUGIN,0,0,0,0,0,0,3,"26,025,000",29,"217,841,706",34,"253,561,046",37,"281,851,938",55,"430,852,408",39,"319,445,998",45,"312,340,141",50,"403,291,000",54,"435,301,000"
BRN-0232-1705989483238,PLUGIN,0,0,1,"258,000",2,"553,918",4,"1,478,200",1,"224,397",1,"272,200",2,"287,300",0,0,0,0,0,0,0,0,0,0
MCH-3278-1633693009126,PLUGIN,0,0,2,"2,060,000",1,"1,360,000",0,0,0,0,1,"240,000",4,"2,672,000",0,0,0,0,0,0,2,"628,000",0,0
BRN-0277-1710306780599,PLUGIN,0,0,0,0,4,"1,852,800",1,"2,249,300",6,"7,531,703",1,"1,009,600",9,"6,910,320",7,"4,721,330",5,"4,326,600",8,"8,950,700",14,"14,741,300",25,"25,540,100"
BRN-0208-1729992599402,PLUGIN,0,0,3,"10,620,000",5,"7,080,000",2,"2,360,000",3,"5,900,000",3,"7,080,000",1,"1,180,000",0,0,1,"950,000",0,0,3,"3,526,000",0,0
